proposal_index,accepted,reject_reason,pallet_type,scene_preset,exposure_ev,elev_bin,elevation_deg,azimuth_bin,azimuth_deg,v_target,proj_size_bin,proj_size_ratio,proj_size_feasible_lower,proj_size_bin_lo,proj_size_bin_hi,n_feasible_bins,bin_feasible,aspect,image_width,image_height,fx_mode,fx,f_target_bin,f_target,position_mode,cargo_on,camera_distance_spec_m,camera_distance_target_m,v_probe,trunc_mode,occluder
4628,1,,Pallet_2,indoor,-2.1900040127422313,6,61.030753086823815,7,212.84533680333433,7,1,0.14803090501474397,0.05171238894346842,0.1,0.2,5,1,4:3,640,480,random,300.8720811256344,0,0.0,,0,3.493350860640745,3.493350860640745,8,lateral,
4629,1,,Pallet_0,random-mix,-0.22281503421024995,3,15.18051240326756,2,84.35125159491923,5,0,0.06753728999359819,0.04178440380332474,0.0,0.1,5,1,16:9,960,540,random,364.6638877381068,3,0.4297340107822264,near-pallet,1,6.1868641467973395,6.1868641467973395,8,diag,
4630,1,,Pallet_2,outdoor-night,0.01391977291518387,4,36.11109506358832,6,206.7110693593934,7,4,0.6932290163239331,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,2,0.2343689775685953,near-pallet,0,1.0014985643055008,1.0014985643055008,4,vertical,planter_box_01
4631,1,,Pallet_0,indoor,-2.4418634831301054,5,54.92362413053076,5,177.1285981146078,5,3,0.43142455095241744,0.1060709707700105,0.4,0.6,4,1,3:2,720,480,random,694.2827177673414,0,0.0,,1,2.458621572088262,2.458621572088262,4,lateral,
4632,1,,Pallet_1,outdoor-day,-0.6231746477719136,2,13.102957376482138,9,298.3649471992016,6,0,0.06822372438822763,0.05202906500311931,0.0,0.1,5,1,4:3,640,480,random,302.7145600181487,1,0.13085765376450184,near-camera,1,7.626242259517746,7.626242259517746,8,lateral,
4633,1,,Pallet_3,outdoor-day,-2.7098835378866686,2,8.719135889341173,10,316.8471583736521,4,4,0.9954954412234966,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.0461140792318275,1.0461140792318275,4,lateral,
4634,1,,Pallet_1,outdoor-night,-0.5816387147924829,5,57.13596561646316,8,249.82103557133945,6,1,0.18007863631176182,0.08949843805648347,0.1,0.2,5,1,4:3,640,480,random,520.7181850559039,1,0.150428456732111,near-pallet,0,4.969964227268967,4.969964227268967,6,diag,concrete_road_barrier_02
4635,1,,Pallet_2,random-mix,-0.4780548608037791,2,11.220951184747756,1,52.96154801204641,5,0,0.07526384948517204,0.06475490597683273,0.0,0.1,5,1,16:9,960,540,random,565.1337248887219,0,0.0,,1,8.603719636954033,8.603719636954033,8,vertical,
4636,1,,Pallet_3,outdoor-day,0.016808515507904964,4,31.824955937848387,11,337.90448583748275,5,2,0.38662735623083927,0.10415300049382895,0.2,0.4,4,1,3:2,720,480,random,681.7287305050621,2,0.3408188721843305,near-pallet,1,2.6938859554377594,2.6938859554377594,6,lateral,
4637,1,,Pallet_0,indoor,-0.6653108178367,3,16.064425005271676,0,25.226800803562057,5,3,0.44680451721630376,0.11901734821428574,0.4,0.6,4,1,1:1,560,560,anchor,605.9065,3,0.44978059321645825,near-camera,0,2.66374541053863,2.66374541053863,6,lateral,metal_toolbox
4638,1,,Pallet_3,random-mix,-2.6344808685137275,1,4.587826786095585,10,301.3901094498804,4,0,0.06668344832328348,0.05375977594650916,0.0,0.1,5,1,4:3,640,480,random,312.7841509615078,0,0.0,,1,8.061937002099839,8.061937002099839,8,lateral,
4639,1,,Pallet_1,outdoor-day,-1.2181746110910583,2,13.202622122399365,4,124.73727628076242,6,4,0.7886930863466458,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,2,0.30774594365830377,near-camera,0,1.3204145121886919,1.3204145121886919,5,lateral,planter_box_01
4640,1,,Pallet_0,indoor,-2.11379865931754,1,7.283964933922115,3,104.2525141271146,6,1,0.11931165043073311,0.0705796173364253,0.1,0.2,5,1,16:9,960,540,random,615.9675694815298,0,0.0,,1,5.915567933359584,5.915567933359584,7,vertical,
4641,1,,Pallet_2,outdoor-night,-0.9677902824151183,3,16.47378147493263,0,18.934721684067426,6,2,0.3076240395888931,0.08277009707969853,0.2,0.4,5,1,4:3,640,480,random,481.57147391824594,1,0.19797922655970132,near-pallet,0,2.690625127682218,2.690625127682218,7,vertical,old_military_crate
4642,1,,Pallet_3,indoor,0.13916398679903708,4,26.721580307733422,11,333.49458598911957,7,3,0.407946934858729,0.048767130914299,0.4,0.6,5,1,16:9,960,540,random,425.6040516157003,1,0.15208519598133727,near-pallet,1,1.195428295868602,1.195428295868602,7,diag,
4643,1,,Pallet_1,outdoor-day,-1.9943674333027406,3,16.244248979527125,1,51.29478618711124,4,2,0.2836714790250916,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,3.671154394703477,3.671154394703477,4,diag,
4644,1,,Pallet_2,random-mix,-2.733318880912832,6,69.35005737483334,7,219.4107639196594,7,4,0.6871631698490548,0.13404821830751545,0.6,1.0,4,1,1:1,560,560,random,682.4272932018969,0,0.0,,0,1.9507480055568325,1.9507480055568325,5,vertical,
4645,1,,Pallet_0,outdoor-night,-0.9604565714574957,2,12.287162456291645,5,150.70214756417826,6,1,0.1551680950773145,0.06336835475410472,0.1,0.2,5,1,3:2,720,480,random,414.77468566323085,2,0.28369249514056427,near-camera,1,4.083852078130534,4.083852078130534,6,lateral,
4646,1,,Pallet_1,outdoor-day,-1.3149789002935233,3,24.069142511932668,6,201.90072229208735,7,0,0.09581577962670637,0.07833628210228179,0.0,0.1,5,1,16:9,960,540,random,683.6620983471864,3,0.3726522957187933,near-pallet,0,8.175718280170148,8.175718280170148,8,diag,old_military_compressor
4647,1,,Pallet_3,indoor,0.1595682574778392,3,19.090650356822316,9,294.7954340865935,5,4,0.6810277600447423,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,1.5291620371048928,1.5291620371048928,5,diag,
4648,1,,Pallet_0,outdoor-night,-2.6219812012352834,4,38.552979362910776,8,264.4366502463767,5,2,0.3967773584919645,0.05182282207028324,0.2,0.4,5,1,4:3,640,480,random,301.5146011361934,1,0.15708272591405792,near-camera,0,1.3060932273768528,1.3060932273768528,8,vertical,ammo_box
4649,1,,Pallet_2,outdoor-day,-2.135305742854506,1,5.160639218837739,2,66.22560798177071,4,3,0.4213448683354034,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,2.471613813618379,2.471613813618379,4,lateral,
4650,1,,Pallet_3,random-mix,-2.788552343789953,4,28.872821301612973,5,175.89961593074347,6,1,0.19622719421782983,0.09479354089614125,0.1,0.2,5,1,4:3,640,480,random,551.5260561230036,1,0.1466599131111491,near-pallet,0,4.8308054994106415,4.8308054994106415,8,lateral,wine_bottles_01
4651,1,,Pallet_1,indoor,-1.9210810276171542,4,37.59996581174891,9,273.711558943101,6,0,0.08219691550086378,0.05259956880645452,0.0,0.1,5,1,3:2,720,480,random,344.28808673315683,2,0.22607450438104643,near-pallet,1,6.3992144335272245,6.3992144335272245,8,diag,
4652,1,,Pallet_2,outdoor-day,-2.2329256630714776,1,4.78797290750135,4,139.7738755519539,5,2,0.22185573343292034,0.05842021084017916,0.2,0.4,5,1,16:9,960,540,random,509.84911278701816,0,0.0,,0,2.6332522462324794,2.6332522462324794,6,diag,
4653,1,,Pallet_0,outdoor-night,-0.537966336110586,5,40.146316157365426,0,23.913385930143093,8,4,0.6484038058048154,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,3,0.36036799840001227,near-camera,1,1.606100685332014,1.606100685332014,5,none,
4654,1,,Pallet_0,indoor,-2.104707709274116,3,22.18912765990601,10,318.58371763860475,6,3,0.49300326882825213,0.07827168185525407,0.4,0.6,5,1,4:3,640,480,random,455.398876248751,1,0.1327456330752108,near-pallet,0,1.5876503626697378,1.5876503626697378,6,lateral,portable_generator
4655,1,,Pallet_2,random-mix,-2.7428581466345436,5,44.289801547406334,6,180.03910971536132,7,1,0.19628688509552603,0.12404088811150672,0.1,0.2,4,1,1:1,560,560,random,631.4808849313068,2,0.33743993534711497,near-pallet,1,6.319367086147417,6.319367086147417,8,vertical,
4656,1,,Pallet_1,outdoor-day,-2.786520640689204,0,1.149013155955229,2,86.27857657264673,6,0,0.09373806245334884,0.09256904861111113,0.0,0.1,5,1,3:2,720,480,anchor,605.9065,0,0.0,,1,9.875289310271429,9.875289310271429,8,vertical,
4657,1,,Pallet_3,outdoor-night,-0.3304768721063738,2,10.920340814590007,7,232.19404243295412,6,3,0.48145435616845617,0.06619636442455992,0.4,0.6,5,1,16:9,960,540,random,577.7137258870683,2,0.23897611650830508,near-camera,0,1.3749250282283967,1.3749250282283967,6,lateral,ammo_box
4658,1,,Pallet_2,random-mix,-0.11732010834881734,1,3.4818222806541788,11,353.60803813232354,7,4,0.9236262638208113,0.11068638243513057,0.6,1.0,4,1,4:3,640,480,random,643.9934978043959,0,0.0,,1,1.198389291976699,1.198389291976699,4,diag,
4659,1,,Pallet_1,indoor,-1.4844154851753717,4,33.33968175039868,1,51.906420644406055,5,0,0.09348484257239903,0.0518910811300127,0.0,0.1,5,1,16:9,960,540,random,452.86761713465626,1,0.14594059548391233,near-pallet,0,5.550748089437689,5.550748089437689,8,vertical,portable_welding_cart
4660,1,,Pallet_3,outdoor-day,-2.9720367793389704,6,78.61293710393838,3,110.79772677139718,8,1,0.1560217978063923,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,6.674719888609907,6.674719888609907,8,none,
4661,1,,Pallet_0,outdoor-night,-2.308376539372437,1,4.169501638749667,8,266.2547956841762,6,2,0.2678199489594301,0.06195976523845454,0.2,0.4,5,1,4:3,640,480,random,360.49317956919003,3,0.44005904845839466,near-camera,1,2.3134858131064884,2.3134858131064884,8,vertical,old_tyre
4662,1,,Pallet_3,indoor,0.10046067180770857,0,1.1649496656741896,4,138.99279556701615,4,3,0.5825668730581026,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,2,0.24939015045437063,near-pallet,0,1.787609019730745,1.787609019730745,4,lateral,chinese_screen_panels
4663,0,d_occ_fail,Pallet_0,random-mix,-1.0502394507069943,4,29.868575754385333,2,69.53498030819297,7,4,0.8973114282719297,0.05598390253932242,0.6,1.0,5,1,16:9,960,540,random,488.58678579772294,3,0.4292202912230076,near-pallet,1,0.6239071606068582,,,,
4664,1,,Pallet_1,random-mix,-1.7543918255162456,4,25.66293268698378,8,258.47295338955473,4,2,0.2968315105624661,0.051342798228134034,0.2,0.4,5,1,16:9,960,540,random,448.08260271826066,1,0.12026601487966099,near-pallet,1,1.7296950088231724,1.7296950088231724,4,diag,
4665,1,,Pallet_2,outdoor-day,-1.3985131513808031,4,30.15379720336518,9,275.98273279193427,8,4,0.9855242307927814,0.10366232699440626,0.6,1.0,4,1,3:2,720,480,random,678.5170494179318,0,0.0,,0,1.0518496020236618,1.0518496020236618,4,none,
4666,1,,Pallet_0,outdoor-night,-0.8325815379904831,3,20.927535516099304,6,194.2128881341425,5,0,0.09900544174996687,0.08687638825852144,0.0,0.1,5,1,4:3,640,480,random,505.4626225950338,3,0.3736941647407202,near-camera,1,8.774910421381007,8.774910421381007,8,vertical,
4667,1,,Pallet_0,outdoor-day,-2.5087755443771664,3,15.119169515599875,3,110.84895092700029,7,1,0.16352205910332274,0.07961189144885711,0.1,0.2,5,1,16:9,960,540,random,694.7946890082073,0,0.0,,0,4.868571976491177,4.868571976491177,8,diag,
4668,0,v_below_min,Pallet_3,indoor,-0.02353345432891718,3,22.798231889533298,7,238.7257074480594,7,4,0.8652740656961608,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,1.2035513811882654,,,,
4669,1,,Pallet_3,indoor,-0.6538969410774325,2,14.38753186811069,2,87.49784782289663,5,1,0.11025325342466166,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,1,0.16268517998038293,near-pallet,1,9.445542553414189,9.445542553414189,4,diag,
4670,1,,Pallet_1,outdoor-night,-2.2885922535681322,3,21.31574682948819,5,170.31320825047743,8,3,0.5351089272404563,0.07048601966112993,0.4,0.6,5,1,1:1,560,560,random,358.8379182748432,0,0.0,,0,1.3172275040266026,1.3172275040266026,8,none,
4671,1,,Pallet_2,random-mix,-1.1539027857501294,0,2.176608581881731,7,212.57198140451487,5,2,0.34042747133853635,0.09307470672341088,0.2,0.4,5,1,4:3,640,480,random,541.5255663907542,2,0.31472238932954993,near-camera,1,2.734053933939227,2.734053933939227,6,vertical,traffic_barricade_01
4672,1,,Pallet_0,indoor,-1.8744267800413184,5,40.843832679499656,11,341.70472641131767,7,4,0.9023272892084617,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,1,0.1092025431260647,near-pallet,0,1.154128672965812,1.154128672965812,4,vertical,chinese_screen_panels
4673,1,,Pallet_1,outdoor-night,-1.6297483438266473,4,35.587074712442515,10,305.9887651513024,7,0,0.07502485126651072,0.07219933795986253,0.0,0.1,5,1,16:9,960,540,random,630.1033131042548,0,0.0,,1,9.623389682358567,9.623389682358567,8,diag,
4674,1,,Pallet_3,outdoor-day,-1.7969097386187332,1,7.885933295761653,1,31.35848809231139,4,3,0.5744055202261457,0.09801246849935398,0.4,0.6,5,1,4:3,640,480,random,570.2543621780594,3,0.3544533561010319,near-camera,1,1.7063288051404186,1.7063288051404186,4,diag,old_tyre
4675,1,,Pallet_2,outdoor-day,-1.6264252551205647,2,14.309489220154898,0,5.282820566571865,6,1,0.17994437442237646,0.11901734821428574,0.1,0.2,4,1,1:1,560,560,anchor,605.9065,0,0.0,,0,6.614118868474372,6.614118868474372,8,lateral,
4676,1,,Pallet_1,random-mix,-0.9971363288159822,3,15.863837322355936,9,278.1942241853536,7,2,0.3476008272540072,0.08281223371837454,0.2,0.4,5,1,3:2,720,480,random,542.0437116111788,2,0.22174799746448762,near-pallet,0,2.3823946097188085,2.3823946097188085,7,diag,utility_box_01
4677,1,,Pallet_3,indoor,-2.9035258828038923,1,4.677637920913142,5,172.32939565811947,6,0,0.06525363840118098,0.0611799316250585,0.0,0.1,5,1,4:3,640,480,random,355.95596581852215,0,0.0,,1,9.375711933321291,9.375711933321291,8,diag,
4678,0,d_occ_fail,Pallet_0,outdoor-day,-0.23015837562120822,1,5.749927246130679,1,32.647654440057245,5,4,0.9727600467285509,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,1,0.16738495730923902,near-pallet,1,0.7137092717964693,,,,
4679,0,C1,Pallet_2,outdoor-night,-2.217871407718653,0,1.8232569819643865,11,331.16239737899707,4,4,0.9501762037137451,0.07516570975565792,0.6,1.0,5,1,4:3,640,480,random,437.3277658511006,1,0.17606728791857212,near-pallet,1,0.7910712714323324,,,,
4680,1,,Pallet_2,outdoor-night,-1.0281596222283045,0,2.4075431840587314,0,2.6666989458539603,4,4,0.7453011829137742,0.07875139584512006,0.6,1.0,5,1,3:2,720,480,random,515.4636818953313,1,0.16426004918824894,near-pallet,1,1.0566385462752044,1.0566385462752044,4,diag,old_tyre
4681,1,,Pallet_0,random-mix,-1.7825246450884698,6,69.08770683806522,10,329.02802619797836,7,2,0.21000092099391574,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,4.959034426830787,4.959034426830787,6,diag,
4682,1,,Pallet_1,outdoor-day,0.05210083109788499,3,21.7387636569031,2,63.91962295262707,6,4,0.6013861275210443,0.06206944305720851,0.6,1.0,5,1,16:9,960,540,random,541.6969575901833,2,0.32156274314644184,near-pallet,0,1.032106332632964,1.032106332632964,4,vertical,concrete_road_barrier
4683,1,,Pallet_3,outdoor-night,-0.22246303428768632,4,25.183071701021554,7,222.8709147550629,6,3,0.4978689802392714,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,3,0.35922107364004197,near-camera,1,2.0917185810100314,2.0917185810100314,5,diag,
4684,1,,Pallet_2,indoor,-1.431477460992206,2,12.569372301271002,1,42.20189799837472,5,0,0.083413714103176,0.06216308636525402,0.0,0.1,5,1,4:3,640,480,random,361.676138852387,1,0.1301076974956978,near-camera,1,7.452382025378144,7.452382025378144,8,diag,
4685,1,,Pallet_0,outdoor-day,-0.9816138629959634,1,3.685969971998838,11,355.7292555178854,6,1,0.12645531016680098,0.06273327525008913,0.1,0.2,5,1,16:9,960,540,random,547.4904021825961,0,0.0,,0,4.960904778719119,4.960904778719119,8,lateral,
4686,1,,Pallet_2,outdoor-day,0.046537301159279565,4,32.55357129104034,6,191.73655914136035,7,2,0.3122297122961847,0.06942678645833335,0.2,0.4,5,1,16:9,960,540,anchor,605.9065,2,0.2405697056905613,near-pallet,1,2.2235803872654603,2.2235803872654603,7,vertical,
4687,1,,Pallet_1,outdoor-night,-1.7473738736661903,2,12.880822062316405,4,130.98781488565763,4,0,0.08051642365731336,0.07323432504014417,0.0,0.1,5,1,3:2,720,480,random,479.3519457173072,3,0.4495114988896123,near-pallet,0,9.095575997244662,9.095575997244662,8,diag,delivery_truck_01
4688,1,,Pallet_3,random-mix,-2.5303842476583673,3,21.462050055180796,3,110.30466409829818,5,1,0.1863577283371971,0.06378921071929124,0.1,0.2,5,1,4:3,640,480,random,371.137226003149,1,0.13337683639840353,near-pallet,1,3.4229442099589535,3.4229442099589535,8,vertical,
4689,1,,Pallet_0,indoor,-0.2726856891360496,5,54.44492995699764,8,263.21032816576275,7,4,0.7400060042923673,0.087835471351367,0.6,1.0,5,1,4:3,640,480,random,511.0427424079534,0,0.0,,0,1.1869561982184171,1.1869561982184171,6,diag,
4690,1,,Pallet_0,outdoor-day,-2.3466776174392896,6,68.57085308520662,5,150.38873237901177,6,3,0.438098654552976,0.06942678645833335,0.4,0.6,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,1.584729506397927,1.584729506397927,6,vertical,
4691,1,,Pallet_1,outdoor-night,-1.4771835113374574,2,14.568073329962903,9,290.2052764214758,6,2,0.2857534660666116,0.08877196152244446,0.2,0.4,5,1,4:3,640,480,random,516.4914124942222,1,0.11743827794752476,near-camera,1,3.106592642405637,3.106592642405637,6,lateral,
4692,1,,Pallet_2,random-mix,-1.7072353427721492,3,16.951301420142624,6,204.58369278955087,5,3,0.5332743922428664,0.136202040908916,0.4,0.6,4,1,1:1,560,560,random,693.3922082635722,0,0.0,,0,2.5540705289836265,2.5540705289836265,5,vertical,
4693,1,,Pallet_3,indoor,-2.491951750456995,4,34.70976761464479,4,147.41635399373928,5,0,0.09598251052431632,0.09256904861111113,0.0,0.1,5,1,3:2,720,480,anchor,605.9065,2,0.28766698459110174,near-pallet,1,9.64436626062824,9.64436626062824,5,vertical,
4694,1,,Pallet_0,outdoor-day,-0.26007238743753947,6,63.01385076189232,2,71.80046234173221,8,1,0.172476212498332,0.041601302830444,0.1,0.2,5,1,16:9,960,540,random,363.0659156111476,1,0.1818176585108726,near-camera,0,2.412002340951586,2.412002340951586,8,none,WetFloorSign_01
4695,1,,Pallet_3,outdoor-night,-2.676281486143531,2,9.40850808652887,1,54.99066442763273,7,4,0.6941325910104328,0.0896414363362942,0.6,1.0,5,1,4:3,640,480,random,521.5501750475299,3,0.3970947252883465,near-camera,1,1.2914166183409606,1.2914166183409606,6,diag,utility_box_01
4696,1,,Pallet_1,indoor,-0.016618637145132897,2,13.380219237271447,0,23.445061407058773,6,3,0.5707530066303476,0.07706560632003305,0.4,0.6,5,1,4:3,640,480,random,448.38170949837405,2,0.30668101943069026,near-pallet,0,1.3502444214007472,1.3502444214007472,6,vertical,portable_generator
4697,1,,Pallet_2,random-mix,-1.8441908673658343,2,13.549943411685833,7,232.24807722747812,4,4,0.6178440814808467,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,1.6855414304187746,1.6855414304187746,4,lateral,
4698,1,,Pallet_3,indoor,-2.073405074266792,2,14.197309110895889,11,352.3338477254923,5,2,0.35715482103258744,0.05515295076421309,0.2,0.4,5,1,16:9,960,540,random,481.3348430331324,0,0.0,,1,1.5442308913752794,1.5442308913752794,5,vertical,
4699,1,,Pallet_0,outdoor-day,-2.647560531048477,5,48.45857311654095,3,112.96905533209001,6,1,0.13793345159351222,0.11941930814614779,0.1,0.2,4,1,4:3,640,480,random,694.8032473957688,1,0.18732908437606055,near-pallet,0,8.657748121759083,8.657748121759083,8,vertical,worn_metal_rack
4700,0,v_below_min,Pallet_1,outdoor-day,-1.3301042654389459,4,35.96749514935068,10,328.53710913596774,8,4,0.9555248931020809,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.0898740623011114,,,,
4701,1,,Pallet_2,outdoor-day,-1.3930351134391747,5,51.93929559830117,8,255.7679134079111,5,1,0.19308991905565287,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,3,0.41744556846495123,near-pallet,1,5.393351460129023,5.393351460129023,8,vertical,
4702,1,,Pallet_1,outdoor-night,-0.17409709493476377,1,3.9929319392190914,10,307.21672637887616,5,3,0.5829641455254784,0.0965204768907308,0.4,0.6,5,1,1:1,560,560,random,491.3769732619022,0,0.0,,0,1.655684618540788,1.655684618540788,5,diag,
4703,1,,Pallet_1,indoor,-0.7360868976258028,4,39.40726897800549,9,274.54923701225147,7,0,0.0939231031759894,0.07446396083053211,0.0,0.1,5,1,3:2,720,480,random,487.4004708907556,1,0.10076949824815594,near-camera,0,7.92818362176604,7.92818362176604,8,diag,delivery_van_01
4704,1,,Pallet_2,outdoor-day,-0.05339710859493252,3,17.97930923360336,3,119.27861445516932,8,2,0.26793756172013755,0.0667061981400871,0.2,0.4,5,1,4:3,640,480,random,388.10878917868854,2,0.31393751347357257,near-camera,1,2.489617271719526,2.489617271719526,8,none,
4705,1,,Pallet_3,outdoor-night,-0.2811102063688167,1,3.4713893587875684,7,217.58242992022457,8,4,0.6574196252978982,0.07086643819011713,0.6,1.0,5,1,16:9,960,540,random,618.4707332955677,0,0.0,,0,1.0779483219413362,1.0779483219413362,6,none,
4706,1,,Pallet_0,random-mix,-1.989194059457642,1,7.143510964161986,1,47.913185419428686,5,1,0.17309841946722476,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,6.016240934378861,6.016240934378861,5,vertical,
4707,1,,Pallet_0,indoor,-0.9833994268982207,1,6.706856001249698,2,62.76479774774347,6,4,0.7151616952600676,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,2,0.31198338643462664,near-pallet,0,1.4561766993075544,1.4561766993075544,6,lateral,cement_bag
4708,1,,Pallet_1,outdoor-day,-2.291822322114738,3,20.020665633247237,0,14.525182010532149,4,0,0.09094517746608383,0.05151608695453681,0.0,0.1,5,1,16:9,960,540,random,449.5949406941394,0,0.0,,1,5.664521021331637,5.664521021331637,8,vertical,
4709,0,d_occ_fail,Pallet_3,random-mix,-2.3788534204081655,1,3.3464947311488227,6,199.06895393826957,4,3,0.4939460473814232,0.06351988337599881,0.4,0.6,5,1,4:3,640,480,random,369.57023055126575,3,0.4164742770303178,near-pallet,0,1.2859680467682535,,,,
4710,1,,Pallet_2,random-mix,-2.6205261314852404,6,70.9460278123857,5,178.75532626746232,7,2,0.3195251664760336,0.11574662531967925,0.2,0.4,4,1,1:1,560,560,random,589.2555470820034,0,0.0,,1,3.6224572416696006,3.6224572416696006,8,vertical,
4711,1,,Pallet_3,outdoor-night,-0.32668679787743216,2,13.94532455615057,11,349.40836370466167,6,3,0.4377139048635138,0.11807670371057112,0.4,0.6,4,1,4:3,640,480,random,686.9917306796865,1,0.10806178468613944,near-pallet,0,2.697577170809534,2.697577170809534,7,lateral,metal_tool_chest
4712,1,,Pallet_1,outdoor-day,-2.770870731761063,1,6.299582506969176,6,181.938982321444,4,0,0.09316051324735045,0.08202176713808017,0.0,0.1,5,1,3:2,720,480,random,536.869748540161,3,0.3583447581911354,near-pallet,1,8.804348997123299,8.804348997123299,6,vertical,utility_box_01
4713,1,,Pallet_2,outdoor-night,-2.2182094999875615,4,35.062272538445825,8,250.31905767437317,8,2,0.3098573110803546,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,3.3609076166188503,3.3609076166188503,8,none,
4714,1,,Pallet_3,indoor,-0.13052575835588032,2,13.24027283866396,10,320.89690207818705,6,3,0.4226699148917318,0.09734297214224526,0.4,0.6,5,1,3:2,720,480,random,637.1539994765144,1,0.10376512189272054,near-camera,1,2.3030494651406634,2.3030494651406634,6,lateral,
4715,1,,Pallet_0,random-mix,0.04680409887255976,3,15.186910763387296,4,125.17052445211326,7,1,0.1996932276636159,0.06358197519601372,0.1,0.2,5,1,4:3,640,480,random,369.93149204953437,3,0.35819001741638984,near-pallet,0,3.18398254862793,3.18398254862793,7,vertical,Clue_Board_Game_Classic_Edition
4716,0,C1,Pallet_3,outdoor-day,-2.007569427794972,1,6.420425050466067,4,138.84635419758314,6,4,0.8334425777976295,0.03638423268467716,0.6,1.0,5,1,16:9,960,540,random,317.5351216117279,2,0.21187387064043056,near-camera,1,0.4365535629439814,,,,
4717,0,d_occ_fail,Pallet_3,indoor,-0.08940251117753562,0,1.2599190326719558,5,154.69614288929336,4,4,0.8233279507776106,0.07296582575037007,0.6,1.0,5,1,16:9,960,540,random,636.7926610941388,2,0.23141927627132824,near-camera,0,0.8862303980018638,,,,
4718,1,,Pallet_0,outdoor-day,-2.8691413584622425,1,3.9584510464789613,6,190.2030212454654,4,4,0.6494631262265217,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,2,0.3457294872376475,near-camera,1,1.0689873474682605,1.0689873474682605,4,lateral,tool_cart
4719,1,,Pallet_3,outdoor-night,-0.024067828886423115,3,17.02511075431942,8,242.37215413919145,7,0,0.09752424176014804,0.0763703239005741,0.0,0.1,5,1,16:9,960,540,random,666.5046449504648,0,0.0,,0,7.830906708139288,7.830906708139288,7,vertical,
4720,1,,Pallet_2,indoor,-2.5160649165419118,3,15.488942303679613,9,280.3882329850487,6,2,0.24772356160518272,0.053974010207472146,0.2,0.4,5,1,4:3,640,480,random,314.0306048434743,2,0.31981585039464777,near-pallet,0,2.178800024419758,2.178800024419758,6,lateral,Shelf_01
4721,1,,Pallet_1,random-mix,-1.7363793982640696,5,59.703291616437895,2,64.75568369874564,7,3,0.5627082936444158,0.11901734821428574,0.4,0.6,4,1,1:1,560,560,anchor,605.9065,0,0.0,,1,2.1150807542476824,2.1150807542476824,7,diag,
4722,1,,Pallet_1,indoor,0.11468818659838398,4,25.365910725676716,10,311.4399957271194,7,1,0.1391284701273014,0.08795735578296009,0.1,0.2,5,1,4:3,640,480,random,511.7518881917677,0,0.0,,0,6.322024219951519,6.322024219951519,7,diag,
4723,1,,Pallet_0,outdoor-night,-1.0441812334700222,4,32.16013973490736,11,341.86194330883416,6,4,0.8215470868465862,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,1,0.18045658405731532,near-camera,1,0.8450737342982989,0.8450737342982989,4,lateral,
4724,1,,Pallet_3,outdoor-day,-2.9136200120665285,2,8.010257460874982,4,138.69762841203,4,0,0.09664322548975578,0.06574256697257534,0.0,0.1,5,1,4:3,640,480,random,382.50220784043836,1,0.16136271347005854,near-pallet,1,6.802604801258841,6.802604801258841,8,vertical,
4725,1,,Pallet_2,outdoor-day,-1.4284334802395664,6,76.87378635426376,3,107.27592780783544,5,2,0.2805306386024502,0.1005898387928762,0.2,0.4,4,1,4:3,640,480,random,585.2499711585524,0,0.0,,0,3.5856988489384074,3.5856988489384074,8,vertical,
